date,home_team,away_team,team,scorer,minute,own_goal,penalty
8/3/2016,Zimbabwe,Germany,Germany,Melanie Behringer,53,FALSE,FALSE
8/3/2016,Zimbabwe,Germany,Germany,Melanie Behringer,78,FALSE,FALSE
8/3/2016,Zimbabwe,Germany,Germany,Melanie Leupolz,83,FALSE,FALSE
8/3/2016,Zimbabwe,Germany,Germany,Eunice Chibanda,90,TRUE,FALSE
8/6/2016,Brazil,Sweden,Brazil,Beatriz Zaneratto João,21,FALSE,FALSE
8/6/2016,Brazil,Sweden,Brazil,Cristiane Rozeira,24,FALSE,FALSE
8/6/2016,Brazil,Sweden,Brazil,Marta,44,FALSE,TRUE
8/6/2016,Brazil,Sweden,Brazil,Marta,80,FALSE,FALSE
8/6/2016,Brazil,Sweden,Brazil,Beatriz Zaneratto João,86,FALSE,FALSE
8/6/2016,Brazil,Sweden,Sweden,Lotta Schelin,89,FALSE,FALSE
8/6/2016,Canada,Zimbabwe,Canada,Janine Beckie,7,FALSE,FALSE
8/6/2016,Canada,Zimbabwe,Canada,Christine Sinclair,19,FALSE,TRUE
8/6/2016,Canada,Zimbabwe,Canada,Janine Beckie,35,FALSE,FALSE
8/6/2016,Canada,Zimbabwe,Zimbabwe,Mavis Chirandu,86,FALSE,FALSE
8/6/2016,Colombia,New Zealand,New Zealand,Amber Hearn,31,FALSE,FALSE
8/6/2016,Germany,Australia,Australia,Sam Kerr,6,FALSE,FALSE
8/6/2016,Germany,Australia,Germany,Sara Däbritz,45,FALSE,FALSE
8/6/2016,Germany,Australia,Australia,Caitlin Foord,45,FALSE,FALSE
8/6/2016,Germany,Australia,Germany,Saskia Bartusiak,88,FALSE,FALSE
8/6/2016,South Africa,China PR,China PR,Gu Yasha,45,FALSE,FALSE
8/6/2016,South Africa,China PR,China PR,Tan Ruyin,87,FALSE,FALSE
8/6/2016,United States,France,United States,Carli Lloyd,64,FALSE,FALSE
8/9/2016,Australia,Zimbabwe,Australia,Lisa De Vanna,2,FALSE,FALSE
8/9/2016,Australia,Zimbabwe,Australia,Clare Polkinghorne,15,FALSE,FALSE
8/9/2016,Australia,Zimbabwe,Australia,Alanna Kennedy,37,FALSE,FALSE
8/9/2016,Australia,Zimbabwe,Australia,Kyah Simon,50,FALSE,FALSE
8/9/2016,Australia,Zimbabwe,Australia,Michelle Heyman,55,FALSE,FALSE
8/9/2016,Australia,Zimbabwe,Australia,Michelle Heyman,66,FALSE,FALSE
8/9/2016,Australia,Zimbabwe,Zimbabwe,Emmaculate Msipa,90,FALSE,FALSE
8/9/2016,Colombia,United States,Colombia,Catalina Usme,26,FALSE,FALSE
8/9/2016,Colombia,United States,United States,Crystal Dunn,41,FALSE,FALSE
8/9/2016,Colombia,United States,United States,Mallory Pugh,59,FALSE,FALSE
8/9/2016,Colombia,United States,Colombia,Catalina Usme,90,FALSE,FALSE
8/9/2016,Germany,Canada,Germany,Melanie Behringer,13,FALSE,TRUE
8/9/2016,Germany,Canada,Canada,Melissa Tancredi,26,FALSE,FALSE
8/9/2016,Germany,Canada,Canada,Melissa Tancredi,60,FALSE,FALSE
8/9/2016,New Zealand,France,France,Eugénie Le Sommer,38,FALSE,FALSE
8/9/2016,New Zealand,France,France,Louisa Cadamuro,63,FALSE,FALSE
8/9/2016,New Zealand,France,France,Louisa Cadamuro,90,FALSE,TRUE
8/12/2016,Canada,France,Canada,Sophie Schmidt,56,FALSE,FALSE
8/12/2016,China PR,Germany,Germany,Melanie Behringer,76,FALSE,FALSE
8/12/2016,United States,Sweden,Sweden,Stina Blackstenius,61,FALSE,FALSE
8/12/2016,United States,Sweden,United States,Alex Morgan,77,FALSE,FALSE
8/16/2016,Canada,Germany,Germany,Melanie Behringer,21,FALSE,TRUE
8/16/2016,Canada,Germany,Germany,Sara Däbritz,59,FALSE,FALSE
8/19/2016,Brazil,Canada,Canada,Deanne Rose,25,FALSE,FALSE
8/19/2016,Brazil,Canada,Canada,Christine Sinclair,52,FALSE,FALSE
8/19/2016,Brazil,Canada,Brazil,Beatriz Zaneratto João,79,FALSE,FALSE
8/19/2016,Sweden,Germany,Germany,Dzsenifer Marozsán,48,FALSE,FALSE
8/19/2016,Sweden,Germany,Germany,Linda Sembrant,62,TRUE,FALSE
8/19/2016,Sweden,Germany,Sweden,Stina Blackstenius,67,FALSE,FALSE
7/16/2017,Denmark,Belgium,Denmark,Sanne Troelsgaard Nielsen,6,FALSE,FALSE
7/16/2017,Netherlands,Norway,Netherlands,Shanice van de Sanden,66,FALSE,FALSE
7/17/2017,Italy,Russia,Russia,Elena Danilova,9,FALSE,FALSE
7/17/2017,Italy,Russia,Russia,Elena Morozova,26,FALSE,FALSE
7/17/2017,Italy,Russia,Italy,Ilaria Mauro,88,FALSE,FALSE
7/18/2017,Austria,Switzerland,Austria,Nina Burger,15,FALSE,FALSE
7/18/2017,France,Iceland,France,Eugénie Le Sommer,86,FALSE,TRUE
7/19/2017,England,Scotland,England,Jodie Taylor,11,FALSE,FALSE
7/19/2017,England,Scotland,England,Jodie Taylor,26,FALSE,FALSE
7/19/2017,England,Scotland,England,Ellen White,32,FALSE,FALSE
7/19/2017,England,Scotland,England,Jodie Taylor,53,FALSE,FALSE
7/19/2017,England,Scotland,England,Jordan Nobbs,87,FALSE,FALSE
7/19/2017,England,Scotland,England,Toni Duggan,90,FALSE,FALSE
7/19/2017,Spain,Portugal,Spain,Vicky Losada,23,FALSE,FALSE
7/19/2017,Spain,Portugal,Spain,Amanda Sampedro,42,FALSE,FALSE
7/20/2017,Netherlands,Denmark,Netherlands,Sherida Spitse,20,FALSE,TRUE
7/20/2017,Norway,Belgium,Belgium,Elke Van Gorp,59,FALSE,FALSE
7/20/2017,Norway,Belgium,Belgium,Janice Cayman,67,FALSE,FALSE
7/21/2017,Germany,Italy,Germany,Josephine Henning,19,FALSE,FALSE
7/21/2017,Germany,Italy,Italy,Ilaria Mauro,29,FALSE,FALSE
7/21/2017,Germany,Italy,Germany,Babett Peter,67,FALSE,TRUE
7/21/2017,Sweden,Russia,Sweden,Lotta Schelin,22,FALSE,FALSE
7/21/2017,Sweden,Russia,Sweden,Stina Blackstenius,51,FALSE,FALSE
7/22/2017,France,Austria,Austria,Lisa Makas,27,FALSE,FALSE
7/22/2017,France,Austria,France,Amandine Henry,51,FALSE,FALSE
7/22/2017,Iceland,Switzerland,Iceland,Fanndís Friðriksdóttir,33,FALSE,FALSE
7/22/2017,Iceland,Switzerland,Switzerland,Lara Dickenmann,43,FALSE,FALSE
7/22/2017,Iceland,Switzerland,Switzerland,Ramona Bachmann,52,FALSE,FALSE
7/23/2017,England,Spain,England,Fran Kirby,2,FALSE,FALSE
7/23/2017,England,Spain,England,Jodie Taylor,85,FALSE,FALSE
7/23/2017,Scotland,Portugal,Portugal,Carolina Mendes,27,FALSE,FALSE
7/23/2017,Scotland,Portugal,Scotland,Erin Cuthbert,68,FALSE,FALSE
7/23/2017,Scotland,Portugal,Portugal,Ana Cristina Oliveira Leite,72,FALSE,FALSE
7/24/2017,Netherlands,Belgium,Netherlands,Sherida Spitse,27,FALSE,TRUE
7/24/2017,Netherlands,Belgium,Belgium,Tessa Wullaert,59,FALSE,FALSE
7/24/2017,Netherlands,Belgium,Netherlands,Lieke Martens,74,FALSE,FALSE
7/24/2017,Norway,Denmark,Denmark,Katrine Veje,5,FALSE,FALSE
7/25/2017,Russia,Germany,Germany,Babett Peter,10,FALSE,TRUE
7/25/2017,Russia,Germany,Germany,Dzsenifer Marozsán,56,FALSE,TRUE
7/25/2017,Sweden,Italy,Italy,Daniela Sabatino,4,FALSE,FALSE
7/25/2017,Sweden,Italy,Sweden,Lotta Schelin,14,FALSE,TRUE
7/25/2017,Sweden,Italy,Italy,Daniela Sabatino,37,FALSE,FALSE
7/25/2017,Sweden,Italy,Sweden,Stina Blackstenius,47,FALSE,FALSE
7/25/2017,Sweden,Italy,Italy,Cristiana Girelli,85,FALSE,FALSE
7/26/2017,Iceland,Austria,Austria,Sarah Zadrazil,36,FALSE,FALSE
7/26/2017,Iceland,Austria,Austria,Nina Burger,44,FALSE,FALSE
7/26/2017,Iceland,Austria,Austria,Stefanie Enzinger,89,FALSE,FALSE
7/26/2017,Switzerland,France,Switzerland,Ana-Maria Crnogorčević,19,FALSE,FALSE
7/26/2017,Switzerland,France,France,Camille Abily,76,FALSE,FALSE
7/27/2017,Portugal,England,England,Toni Duggan,7,FALSE,FALSE
7/27/2017,Portugal,England,Portugal,Carolina Mendes,17,FALSE,FALSE
7/27/2017,Portugal,England,England,Nikita Parris,48,FALSE,FALSE
7/27/2017,Scotland,Spain,Scotland,Caroline Weir,42,FALSE,FALSE
7/29/2017,Netherlands,Sweden,Netherlands,Lieke Martens,33,FALSE,FALSE
7/29/2017,Netherlands,Sweden,Netherlands,Vivianne Miedema,64,FALSE,FALSE
7/30/2017,England,France,England,Jodie Taylor,60,FALSE,FALSE
7/30/2017,Germany,Denmark,Germany,Isabel Kerschowski,3,FALSE,FALSE
7/30/2017,Germany,Denmark,Denmark,Nadia Nadim,49,FALSE,FALSE
7/30/2017,Germany,Denmark,Denmark,Theresa Nielsen,83,FALSE,FALSE
8/3/2017,Netherlands,England,Netherlands,Vivianne Miedema,22,FALSE,FALSE
8/3/2017,Netherlands,England,Netherlands,Daniëlle van de Donk,62,FALSE,FALSE
8/3/2017,Netherlands,England,Netherlands,Millie Bright,90,TRUE,FALSE
8/6/2017,Netherlands,Denmark,Denmark,Nadia Nadim,6,FALSE,TRUE
8/6/2017,Netherlands,Denmark,Netherlands,Vivianne Miedema,10,FALSE,FALSE
8/6/2017,Netherlands,Denmark,Netherlands,Lieke Martens,28,FALSE,FALSE
8/6/2017,Netherlands,Denmark,Denmark,Pernille Harder,33,FALSE,FALSE
8/6/2017,Netherlands,Denmark,Netherlands,Sherida Spitse,51,FALSE,FALSE
8/6/2017,Netherlands,Denmark,Netherlands,Vivianne Miedema,89,FALSE,FALSE
6/7/2019,France,South Korea,France,Eugénie Le Sommer,9,FALSE,FALSE
6/7/2019,France,South Korea,France,Wendie Renard,35,FALSE,FALSE
6/7/2019,France,South Korea,France,Wendie Renard,45,FALSE,FALSE
6/7/2019,France,South Korea,France,Amandine Henry,85,FALSE,FALSE
6/8/2019,Germany,China PR,Germany,Giulia Gwinn,66,FALSE,FALSE
6/8/2019,Norway,Nigeria,Norway,Guro Reiten,17,FALSE,FALSE
6/8/2019,Norway,Nigeria,Norway,Lisa-Marie Karlseng Utland,34,FALSE,FALSE
6/8/2019,Norway,Nigeria,Norway,Osinachi Ohale,37,TRUE,FALSE
6/8/2019,Spain,South Africa,South Africa,Thembi Kgatlana,25,FALSE,FALSE
6/8/2019,Spain,South Africa,Spain,Jennifer Hermoso,69,FALSE,TRUE
6/8/2019,Spain,South Africa,Spain,Jennifer Hermoso,82,FALSE,TRUE
6/8/2019,Spain,South Africa,Spain,Lucía García,89,FALSE,FALSE
6/9/2019,Australia,Italy,Australia,Sam Kerr,22,FALSE,FALSE
6/9/2019,Australia,Italy,Italy,Barbara Bonansea,56,FALSE,FALSE
6/9/2019,Australia,Italy,Italy,Barbara Bonansea,90,FALSE,FALSE
6/9/2019,Brazil,Jamaica,Brazil,Cristiane,15,FALSE,FALSE
6/9/2019,Brazil,Jamaica,Brazil,Cristiane,50,FALSE,FALSE
6/9/2019,Brazil,Jamaica,Brazil,Cristiane,64,FALSE,FALSE
6/9/2019,England,Scotland,England,Nikita Parris,14,FALSE,TRUE
6/9/2019,England,Scotland,England,Ellen White,40,FALSE,FALSE
6/9/2019,England,Scotland,Scotland,Claire Emslie,79,FALSE,FALSE
6/10/2019,Canada,Cameroon,Canada,Kadeisha Buchanan,45,FALSE,FALSE
6/11/2019,Chile,Sweden,Sweden,Kosovare Asllani,83,FALSE,FALSE
6/11/2019,Chile,Sweden,Sweden,Madelen Janogy,90,FALSE,FALSE
6/11/2019,New Zealand,Netherlands,Netherlands,Jill Roord,90,FALSE,FALSE
6/11/2019,United States,Thailand,United States,Alex Morgan,12,FALSE,FALSE
6/11/2019,United States,Thailand,United States,Rose Lavelle,20,FALSE,FALSE
6/11/2019,United States,Thailand,United States,Lindsey Horan,32,FALSE,FALSE
6/11/2019,United States,Thailand,United States,Sam Mewis,50,FALSE,FALSE
6/11/2019,United States,Thailand,United States,Alex Morgan,53,FALSE,FALSE
6/11/2019,United States,Thailand,United States,Sam Mewis,54,FALSE,FALSE
6/11/2019,United States,Thailand,United States,Rose Lavelle,56,FALSE,FALSE
6/11/2019,United States,Thailand,United States,Alex Morgan,74,FALSE,FALSE
6/11/2019,United States,Thailand,United States,Megan Rapinoe,79,FALSE,FALSE
6/11/2019,United States,Thailand,United States,Alex Morgan,81,FALSE,FALSE
6/11/2019,United States,Thailand,United States,Mallory Pugh,85,FALSE,FALSE
6/11/2019,United States,Thailand,United States,Alex Morgan,87,FALSE,FALSE
6/11/2019,United States,Thailand,United States,Carli Lloyd,90,FALSE,FALSE
6/12/2019,France,Norway,France,Valérie Gauvin,46,FALSE,FALSE
6/12/2019,France,Norway,Norway,Wendie Renard,54,TRUE,FALSE
6/12/2019,France,Norway,France,Eugénie Le Sommer,72,FALSE,TRUE
6/12/2019,Germany,Spain,Germany,Sara Däbritz,42,FALSE,FALSE
6/12/2019,Nigeria,South Korea,Nigeria,Kim Do-yeon,29,TRUE,FALSE
6/12/2019,Nigeria,South Korea,Nigeria,Asisat Oshoala,75,FALSE,FALSE
6/13/2019,Australia,Brazil,Brazil,Marta,27,FALSE,TRUE
6/13/2019,Australia,Brazil,Brazil,Cristiane,38,FALSE,FALSE
6/13/2019,Australia,Brazil,Australia,Caitlin Foord,45,FALSE,FALSE
6/13/2019,Australia,Brazil,Australia,Chloe Logarzo,58,FALSE,FALSE
6/13/2019,Australia,Brazil,Australia,Mônica,66,TRUE,FALSE
6/13/2019,South Africa,China PR,China PR,Li Ying,40,FALSE,FALSE
6/14/2019,England,Argentina,England,Jodie Taylor,62,FALSE,FALSE
6/14/2019,Jamaica,Italy,Italy,Cristiana Girelli,12,FALSE,TRUE
6/14/2019,Jamaica,Italy,Italy,Cristiana Girelli,25,FALSE,FALSE
6/14/2019,Jamaica,Italy,Italy,Cristiana Girelli,46,FALSE,FALSE
6/14/2019,Jamaica,Italy,Italy,Aurora Galli,71,FALSE,FALSE
6/14/2019,Jamaica,Italy,Italy,Aurora Galli,81,FALSE,FALSE
6/14/2019,Japan,Scotland,Japan,Mana Iwabuchi,23,FALSE,FALSE
6/14/2019,Japan,Scotland,Japan,Yuika Sugasawa,37,FALSE,TRUE
6/14/2019,Japan,Scotland,Scotland,Lana Clelland,88,FALSE,FALSE
6/15/2019,Canada,New Zealand,Canada,Jessie Fleming,48,FALSE,FALSE
6/15/2019,Canada,New Zealand,Canada,Nichelle Prince,79,FALSE,FALSE
6/15/2019,Netherlands,Cameroon,Netherlands,Vivianne Miedema,41,FALSE,FALSE
6/15/2019,Netherlands,Cameroon,Cameroon,Gabrielle Onguéné,43,FALSE,FALSE
6/15/2019,Netherlands,Cameroon,Netherlands,Dominique Bloodworth,48,FALSE,FALSE
6/15/2019,Netherlands,Cameroon,Netherlands,Vivianne Miedema,85,FALSE,FALSE
6/16/2019,Sweden,Thailand,Sweden,Linda Sembrant,6,FALSE,FALSE
6/16/2019,Sweden,Thailand,Sweden,Kosovare Asllani,19,FALSE,FALSE
6/16/2019,Sweden,Thailand,Sweden,Fridolina Rolfö,42,FALSE,FALSE
6/16/2019,Sweden,Thailand,Sweden,Lina Hurtig,81,FALSE,FALSE
6/16/2019,Sweden,Thailand,Sweden,Elin Rubensson,90,FALSE,TRUE
6/16/2019,Sweden,Thailand,Thailand,Kanjana Sungngoen,90,FALSE,FALSE
6/16/2019,United States,Chile,United States,Carli Lloyd,11,FALSE,FALSE
6/16/2019,United States,Chile,United States,Julie Ertz,26,FALSE,FALSE
6/16/2019,United States,Chile,United States,Carli Lloyd,35,FALSE,FALSE
6/17/2019,France,Nigeria,France,Wendie Renard,79,FALSE,TRUE
6/17/2019,South Africa,Germany,Germany,Melanie Leupolz,14,FALSE,FALSE
6/17/2019,South Africa,Germany,Germany,Sara Däbritz,29,FALSE,FALSE
6/17/2019,South Africa,Germany,Germany,Alexandra Popp,40,FALSE,FALSE
6/17/2019,South Africa,Germany,Germany,Lina Magull,58,FALSE,FALSE
6/17/2019,South Korea,Norway,Norway,Caroline Graham Hansen,4,FALSE,TRUE
6/17/2019,South Korea,Norway,Norway,Isabell Herlovsen,50,FALSE,TRUE
6/17/2019,South Korea,Norway,South Korea,Yeo Min-ji,78,FALSE,FALSE
6/18/2019,Italy,Brazil,Brazil,Marta,74,FALSE,TRUE
6/18/2019,Jamaica,Australia,Australia,Sam Kerr,11,FALSE,FALSE
6/18/2019,Jamaica,Australia,Australia,Sam Kerr,42,FALSE,FALSE
6/18/2019,Jamaica,Australia,Jamaica,Havana Solaun,49,FALSE,FALSE
6/18/2019,Jamaica,Australia,Australia,Sam Kerr,69,FALSE,FALSE
6/18/2019,Jamaica,Australia,Australia,Sam Kerr,83,FALSE,FALSE
6/19/2019,Japan,England,England,Ellen White,14,FALSE,FALSE
6/19/2019,Japan,England,England,Ellen White,84,FALSE,FALSE
6/19/2019,Scotland,Argentina,Scotland,Kim Little,19,FALSE,FALSE
6/19/2019,Scotland,Argentina,Scotland,Jen Beattie,49,FALSE,FALSE
6/19/2019,Scotland,Argentina,Scotland,Erin Cuthbert,69,FALSE,FALSE
6/19/2019,Scotland,Argentina,Argentina,Milagros Menéndez,74,FALSE,FALSE
6/19/2019,Scotland,Argentina,Argentina,Lee Alexander,79,TRUE,FALSE
6/19/2019,Scotland,Argentina,Argentina,Florencia Bonsegundo,90,FALSE,TRUE
6/20/2019,Cameroon,New Zealand,Cameroon,Ajara Nchout,57,FALSE,FALSE
6/20/2019,Cameroon,New Zealand,New Zealand,Aurelle Awona,80,TRUE,FALSE
6/20/2019,Cameroon,New Zealand,Cameroon,Ajara Nchout,90,FALSE,FALSE
6/20/2019,Netherlands,Canada,Netherlands,Anouk Dekker,54,FALSE,FALSE
6/20/2019,Netherlands,Canada,Canada,Christine Sinclair,60,FALSE,FALSE
6/20/2019,Netherlands,Canada,Netherlands,Lineth Beerensteyn,75,FALSE,FALSE
6/20/2019,Sweden,United States,United States,Lindsey Horan,3,FALSE,FALSE
6/20/2019,Sweden,United States,United States,Jonna Andersson,50,TRUE,FALSE
6/20/2019,Thailand,Chile,Chile,Waraporn Boonsing,48,TRUE,FALSE
6/20/2019,Thailand,Chile,Chile,María José Urrutia,80,FALSE,FALSE
6/22/2019,Germany,Nigeria,Germany,Alexandra Popp,20,FALSE,FALSE
6/22/2019,Germany,Nigeria,Germany,Sara Däbritz,27,FALSE,TRUE
6/22/2019,Germany,Nigeria,Germany,Lea Schüller,82,FALSE,FALSE
6/22/2019,Norway,Australia,Norway,Isabell Herlovsen,31,FALSE,FALSE
6/22/2019,Norway,Australia,Australia,Elise Kellond-Knight,83,FALSE,FALSE
6/23/2019,England,Cameroon,England,Steph Houghton,14,FALSE,FALSE
6/23/2019,England,Cameroon,England,Ellen White,45,FALSE,FALSE
6/23/2019,England,Cameroon,England,Alex Greenwood,58,FALSE,FALSE
6/23/2019,France,Brazil,France,Valérie Gauvin,52,FALSE,FALSE
6/23/2019,France,Brazil,Brazil,Thaisa,63,FALSE,FALSE
6/23/2019,France,Brazil,France,Amandine Henry,107,FALSE,FALSE
6/24/2019,Spain,United States,United States,Megan Rapinoe,7,FALSE,TRUE
6/24/2019,Spain,United States,Spain,Jennifer Hermoso,9,FALSE,FALSE
6/24/2019,Spain,United States,United States,Megan Rapinoe,75,FALSE,TRUE
6/24/2019,Sweden,Canada,Sweden,Stina Blackstenius,55,FALSE,FALSE
6/25/2019,Italy,China PR,Italy,Valentina Giacinti,15,FALSE,FALSE
6/25/2019,Italy,China PR,Italy,Aurora Galli,49,FALSE,FALSE
6/25/2019,Netherlands,Japan,Netherlands,Lieke Martens,17,FALSE,FALSE
6/25/2019,Netherlands,Japan,Japan,Yui Hasegawa,43,FALSE,FALSE
6/25/2019,Netherlands,Japan,Netherlands,Lieke Martens,90,FALSE,TRUE
6/27/2019,Norway,England,England,Jill Scott,3,FALSE,FALSE
6/27/2019,Norway,England,England,Ellen White,40,FALSE,FALSE
6/27/2019,Norway,England,England,Lucy Bronze,57,FALSE,FALSE
6/28/2019,France,United States,United States,Megan Rapinoe,5,FALSE,FALSE
6/28/2019,France,United States,United States,Megan Rapinoe,65,FALSE,FALSE
6/28/2019,France,United States,France,Wendie Renard,81,FALSE,FALSE
6/29/2019,Germany,Sweden,Germany,Lina Magull,16,FALSE,FALSE
6/29/2019,Germany,Sweden,Sweden,Sofia Jakobsson,22,FALSE,FALSE
6/29/2019,Germany,Sweden,Sweden,Stina Blackstenius,48,FALSE,FALSE
6/29/2019,Italy,Netherlands,Netherlands,Vivianne Miedema,70,FALSE,FALSE
6/29/2019,Italy,Netherlands,Netherlands,Stefanie van der Gragt,80,FALSE,FALSE
7/2/2019,England,United States,United States,Christen Press,10,FALSE,FALSE
7/2/2019,England,United States,England,Ellen White,19,FALSE,FALSE
7/2/2019,England,United States,United States,Alex Morgan,31,FALSE,FALSE
7/3/2019,Netherlands,Sweden,Netherlands,Jackie Groenen,99,FALSE,FALSE
7/6/2019,England,Sweden,Sweden,Kosovare Asllani,11,FALSE,FALSE
7/6/2019,England,Sweden,Sweden,Sofia Jakobsson,22,FALSE,FALSE
7/6/2019,England,Sweden,England,Fran Kirby,31,FALSE,FALSE
7/7/2019,United States,Netherlands,United States,Megan Rapinoe,61,FALSE,TRUE
7/7/2019,United States,Netherlands,United States,Rose Lavelle,69,FALSE,FALSE
7/21/2021,Australia,New Zealand,Australia,Tameka Yallop,20,FALSE,FALSE
7/21/2021,Australia,New Zealand,Australia,Sam Kerr,33,FALSE,FALSE
7/21/2021,Australia,New Zealand,New Zealand,Gabi Rennie,90,FALSE,FALSE
7/21/2021,China PR,Brazil,Brazil,Marta,9,FALSE,FALSE
7/21/2021,China PR,Brazil,Brazil,Debinha,22,FALSE,FALSE
7/21/2021,China PR,Brazil,Brazil,Marta,74,FALSE,FALSE
7/21/2021,China PR,Brazil,Brazil,Andressa Alves,82,FALSE,TRUE
7/21/2021,China PR,Brazil,Brazil,Bia Zaneratto,89,FALSE,FALSE
7/21/2021,Great Britain,Chile,Great Britain,Ellen White,18,FALSE,FALSE
7/21/2021,Great Britain,Chile,Great Britain,Ellen White,73,FALSE,FALSE
7/21/2021,Japan,Canada,Canada,Christine Sinclair,6,FALSE,FALSE
7/21/2021,Japan,Canada,Japan,Mana Iwabuchi,84,FALSE,FALSE
7/21/2021,Sweden,United States,Sweden,Stina Blackstenius,25,FALSE,FALSE
7/21/2021,Sweden,United States,Sweden,Stina Blackstenius,54,FALSE,FALSE
7/21/2021,Sweden,United States,Sweden,Lina Hurtig,72,FALSE,FALSE
7/21/2021,Zambia,Netherlands,Netherlands,Vivianne Miedema,9,FALSE,FALSE
7/21/2021,Zambia,Netherlands,Netherlands,Lieke Martens,14,FALSE,FALSE
7/21/2021,Zambia,Netherlands,Netherlands,Vivianne Miedema,15,FALSE,FALSE
7/21/2021,Zambia,Netherlands,Zambia,Barbra Banda,19,FALSE,FALSE
7/21/2021,Zambia,Netherlands,Netherlands,Vivianne Miedema,29,FALSE,FALSE
7/21/2021,Zambia,Netherlands,Netherlands,Lieke Martens,38,FALSE,FALSE
7/21/2021,Zambia,Netherlands,Netherlands,Shanice van de Sanden,44,FALSE,FALSE
7/21/2021,Zambia,Netherlands,Netherlands,Vivianne Miedema,59,FALSE,FALSE
7/21/2021,Zambia,Netherlands,Netherlands,Jill Roord,64,FALSE,FALSE
7/21/2021,Zambia,Netherlands,Netherlands,Lineth Beerensteyn,75,FALSE,FALSE
7/21/2021,Zambia,Netherlands,Netherlands,Victoria Pelova,80,FALSE,FALSE
7/21/2021,Zambia,Netherlands,Zambia,Barbra Banda,82,FALSE,FALSE
7/21/2021,Zambia,Netherlands,Zambia,Barbra Banda,83,FALSE,FALSE
7/24/2021,Chile,Canada,Canada,Janine Beckie,39,FALSE,FALSE
7/24/2021,Chile,Canada,Canada,Janine Beckie,47,FALSE,FALSE
7/24/2021,Chile,Canada,Chile,Karen Araya,57,FALSE,TRUE
7/24/2021,China PR,Zambia,China PR,Wang Shuang,6,FALSE,FALSE
7/24/2021,China PR,Zambia,Zambia,Racheal Kundananji,15,FALSE,FALSE
7/24/2021,China PR,Zambia,China PR,Wang Shuang,22,FALSE,FALSE
7/24/2021,China PR,Zambia,China PR,Wang Shuang,23,FALSE,FALSE
7/24/2021,China PR,Zambia,Zambia,Barbra Banda,43,FALSE,TRUE
7/24/2021,China PR,Zambia,Zambia,Barbra Banda,46,FALSE,FALSE
7/24/2021,China PR,Zambia,Zambia,Barbra Banda,69,FALSE,FALSE
7/24/2021,China PR,Zambia,China PR,Wang Shuang,84,FALSE,TRUE
7/24/2021,Japan,Great Britain,Great Britain,Ellen White,74,FALSE,FALSE
7/24/2021,Netherlands,Brazil,Netherlands,Vivianne Miedema,3,FALSE,FALSE
7/24/2021,Netherlands,Brazil,Brazil,Debinha,16,FALSE,FALSE
7/24/2021,Netherlands,Brazil,Netherlands,Vivianne Miedema,59,FALSE,FALSE
7/24/2021,Netherlands,Brazil,Brazil,Marta,65,FALSE,TRUE
7/24/2021,Netherlands,Brazil,Brazil,Ludmila,68,FALSE,FALSE
7/24/2021,Netherlands,Brazil,Netherlands,Dominique Janssen,79,FALSE,FALSE
7/24/2021,New Zealand,United States,United States,Rose Lavelle,9,FALSE,FALSE
7/24/2021,New Zealand,United States,United States,Lindsey Horan,45,FALSE,FALSE
7/24/2021,New Zealand,United States,United States,Abby Erceg,63,TRUE,FALSE
7/24/2021,New Zealand,United States,New Zealand,Betsy Hassett,72,FALSE,FALSE
7/24/2021,New Zealand,United States,United States,Christen Press,80,FALSE,FALSE
7/24/2021,New Zealand,United States,United States,Alex Morgan,88,FALSE,FALSE
7/24/2021,New Zealand,United States,United States,C. J. Bott,90,TRUE,FALSE
7/24/2021,Sweden,Australia,Sweden,Fridolina Rolfö,20,FALSE,FALSE
7/24/2021,Sweden,Australia,Australia,Sam Kerr,36,FALSE,FALSE
7/24/2021,Sweden,Australia,Australia,Sam Kerr,48,FALSE,FALSE
7/24/2021,Sweden,Australia,Sweden,Lina Hurtig,52,FALSE,FALSE
7/24/2021,Sweden,Australia,Sweden,Fridolina Rolfö,63,FALSE,FALSE
7/24/2021,Sweden,Australia,Sweden,Stina Blackstenius,82,FALSE,FALSE
7/27/2021,Brazil,Zambia,Brazil,Andressa Alves,19,FALSE,FALSE
7/27/2021,Canada,Great Britain,Canada,Adriana Leon,55,FALSE,FALSE
7/27/2021,Canada,Great Britain,Great Britain,Nichelle Prince,85,TRUE,FALSE
7/27/2021,Japan,Chile,Japan,Mina Tanaka,77,FALSE,FALSE
7/27/2021,Netherlands,China PR,Netherlands,Shanice van de Sanden,12,FALSE,FALSE
7/27/2021,Netherlands,China PR,China PR,Wang Shanshan,28,FALSE,FALSE
7/27/2021,Netherlands,China PR,Netherlands,Lineth Beerensteyn,37,FALSE,FALSE
7/27/2021,Netherlands,China PR,Netherlands,Lineth Beerensteyn,45,FALSE,FALSE
7/27/2021,Netherlands,China PR,Netherlands,Lieke Martens,47,FALSE,FALSE
7/27/2021,Netherlands,China PR,Netherlands,Vivianne Miedema,65,FALSE,FALSE
7/27/2021,Netherlands,China PR,China PR,Wang Yanwen,69,FALSE,FALSE
7/27/2021,Netherlands,China PR,Netherlands,Lieke Martens,70,FALSE,FALSE
7/27/2021,Netherlands,China PR,Netherlands,Victoria Pelova,71,FALSE,FALSE
